x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.2221719,53.4717766,-7.15826E+18,72,0,1,0,0,0.25,0.25,0.5,1,2
-2.2222189,53.4807649,-9.09488E+18,35,1,1,1,1,1,0,0,0,0
-2.2222236,53.4816638,6.50134E+18,38,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2222377,53.4843603,6.57331E+18,86,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2565122,53.4204732,7.70312E+18,89,0,1,0,0,0.25,0.25,0.5,1,2
-2.2565934,53.4339558,4.87547E+18,121,6,7,4,6,5.75,1.583333333,1.258305739,0.275362319,0.218835781
-2.256653,53.4438431,2.06806E+17,4,0,0,0,1,0.25,0.25,0.5,1,2
-2.2566585,53.4447419,1.26951E+18,30,0,3,0,3,1.5,3,1.732050808,2,1.154700538
-2.2566747,53.4474384,-9.20116E+17,171,7,5,11,8,7.75,6.25,2.5,0.806451613,0.322580645
-2.2567019,53.4519326,-5.35531E+18,71,4,2,3,2,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.256729,53.4564268,8.62527E+18,72,1,3,1,1,1.5,1,1,0.666666667,0.666666667
-2.2567344,53.4573257,8.83363E+18,151,4,4,4,3,3.75,0.25,0.5,0.066666667,0.133333333
-2.2567398,53.4582245,7.80834E+18,79,3,5,1,2,2.75,2.916666667,1.707825128,1.060606061,0.621027319
-2.2567616,53.4618198,7.65316E+18,245,6,8,2,9,6.25,9.583333333,3.095695937,1.533333333,0.49531135
-2.2567941,53.4672129,4.91989E+17,84,5,1,2,3,2.75,2.916666667,1.707825128,1.060606061,0.621027319
-2.2568267,53.4726059,1.21756E+18,200,0,4,2,1,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.257115,53.520244,-7.20246E+18,45,0,0,0,1,0.25,0.25,0.5,1,2
-2.2206327,53.4654875,6.83727E+18,125,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2206374,53.4663863,-3.55956E+18,157,0,1,0,0,0.25,0.25,0.5,1,2
-2.2207401,53.4861607,-2.16042E+18,4,1,0,0,0,0.25,0.25,0.5,1,2
-2.2207588,53.4897561,-5.41739E+18,194,3,1,2,3,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.2207775,53.4933514,4.09012E+18,11,0,0,0,1,0.25,0.25,0.5,1,2
-2.2208195,53.5014409,-4.53708E+18,70,4,1,1,0,1.5,3,1.732050808,2,1.154700538
-2.2208944,53.5158223,7.94831E+18,58,2,2,2,3,2.25,0.25,0.5,0.111111111,0.222222222
-2.2209834,53.5329,6.24439E+18,94,0,2,3,2,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.2550182,53.4222741,-2.9741E+18,42,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2550936,53.4348579,2.37469E+18,41,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2551206,53.4393521,7.76516E+18,53,2,4,0,2,2,2.666666667,1.632993162,1.333333333,0.816496581
-2.2551583,53.445644,8.74876E+18,146,3,6,3,7,4.75,4.25,2.061552813,0.894736842,0.434011118
-2.2552122,53.4546324,-4.05463E+18,98,2,2,3,2,2.25,0.25,0.5,0.111111111,0.222222222
-2.255277,53.4654184,9.17861E+18,82,3,3,3,0,2.25,2.25,1.5,1,0.666666667
-2.2552932,53.4681149,3.556E+18,126,4,3,3,1,2.75,1.583333333,1.258305739,0.575757576,0.457565723
-2.255304,53.4699126,7.55307E+18,102,1,4,7,2,3.5,7,2.645751311,2,0.755928946
-2.2553256,53.4735079,-4.81054E+18,205,1,4,1,2,2,2,1.414213562,1,0.707106781
-2.2554229,53.489687,5.27538E+18,283,3,3,2,8,4,7.333333333,2.708012802,1.833333333,0.6770032
-2.2554715,53.4977765,-2.22514E+17,93,0,1,0,0,0.25,0.25,0.5,1,2
-2.2555148,53.5049671,-3.58088E+18,127,1,2,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.255531,53.5076636,-7.70283E+18,207,2,1,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2555418,53.5094613,1.94715E+18,38,0,1,0,0,0.25,0.25,0.5,1,2
-2.2555797,53.5157531,5.60781E+18,66,0,0,2,0,0.5,1,1,2,2
-2.2557803,53.5490097,1.21349E+17,52,0,0,0,1,0.25,0.25,0.5,1,2
-2.2536474,53.4447483,3.94247E+18,52,2,0,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2537439,53.4609274,-3.07985E+18,28,1,3,0,0,1,2,1.414213562,2,1.414213562
-2.2537493,53.4618263,8.45124E+18,261,6,8,10,8,8,2.666666667,1.632993162,0.333333333,0.204124145
-2.2537761,53.4663205,3.04539E+17,193,2,4,7,4,4.25,4.25,2.061552813,1,0.48507125
-2.2537815,53.4672193,7.20746E+18,86,3,2,3,0,2,2,1.414213562,1,0.707106781
-2.2538351,53.4762077,1.38439E+18,29,0,1,0,0,0.25,0.25,0.5,1,2
-2.2538405,53.4771065,-7.89182E+18,55,2,1,1,1,1.25,0.25,0.5,0.2,0.4
-2.2539802,53.5004762,7.37711E+18,90,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2540233,53.5076668,-9.08631E+18,148,1,1,1,1,1,0,0,0,0
-2.2540448,53.5112621,6.28964E+18,129,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2540663,53.5148575,6.13278E+18,118,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2540932,53.5193516,-5.32626E+17,45,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2192934,53.4978484,8.83E+17,62,0,1,2,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2192981,53.4987472,7.46764E+18,25,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2194514,53.5284087,-5.10307E+18,20,1,0,0,0,0.25,0.25,0.5,1,2
-2.2196004,53.5571711,-5.0358E+18,87,0,0,0,3,0.75,2.25,1.5,3,2
-2.2196377,53.5643617,-3.10527E+18,33,1,0,0,0,0.25,0.25,0.5,1,2
-2.219745,53.5850347,1.45952E+18,82,0,1,0,0,0.25,0.25,0.5,1,2
-2.2197777,53.5913264,-7.99291E+17,157,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2521632,53.4483469,-4.01233E+18,215,3,14,6,3,6.5,27,5.196152423,4.153846154,0.799408065
-2.2522058,53.4555376,6.42762E+18,87,2,2,4,2,2.5,1,1,0.4,0.4
-2.2522111,53.4564364,-4.36177E+18,49,1,4,1,1,1.75,2.25,1.5,1.285714286,0.857142857
-2.2522431,53.4618295,1.41004E+18,38,2,1,1,1,1.25,0.25,0.5,0.2,0.4
-2.2523232,53.475312,-6.8615E+18,188,6,5,5,3,4.75,1.583333333,1.258305739,0.333333333,0.264906471
-2.2524994,53.5049735,-7.50415E+18,71,0,0,0,3,0.75,2.25,1.5,3,2
-2.252585,53.5193548,8.70531E+18,78,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2526011,53.5220513,7.88815E+18,39,0,0,0,1,0.25,0.25,0.5,1,2
-2.2176017,53.4618977,-5.31436E+18,96,1,0,0,0,0.25,0.25,0.5,1,2
-2.2176984,53.4807733,-1.94885E+18,23,0,0,0,1,0.25,0.25,0.5,1,2
-2.2177814,53.4969523,-4.55739E+18,38,0,0,1,0,0.25,0.25,0.5,1,2
-2.2178829,53.5167266,6.21659E+18,44,0,0,0,1,0.25,0.25,0.5,1,2
-2.2179106,53.5221196,4.49555E+18,47,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2179706,53.5338044,1.40517E+17,77,3,0,2,0,1.25,2.25,1.5,1.8,1.2
-2.2180677,53.5526798,7.00873E+18,3,1,0,0,0,0.25,0.25,0.5,1,2
-2.218114,53.561668,-4.33385E+18,51,0,0,0,2,0.5,1,1,2,2
-2.2506363,53.4447547,-2.33561E+18,88,2,4,2,1,2.25,1.583333333,1.258305739,0.703703704,0.559246995
-2.250737,53.4618327,-7.75165E+18,101,1,2,3,2,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2507741,53.4681245,1.62181E+17,91,3,2,5,5,3.75,2.25,1.5,0.6,0.4
-2.2507953,53.4717199,9.01875E+18,53,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2511035,53.5238521,-7.23698E+18,15,0,1,0,0,0.25,0.25,0.5,1,2
-2.2511141,53.5256498,5.02674E+18,36,0,2,0,0,0.5,1,1,2,2
-2.2511247,53.5274474,6.39882E+18,65,1,0,0,0,0.25,0.25,0.5,1,2
-2.2162236,53.4870679,6.31073E+18,85,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2163152,53.5050446,3.30946E+18,155,4,2,1,5,3,3.333333333,1.825741858,1.111111111,0.608580619
-2.216384,53.518527,1.32793E+18,70,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2164528,53.5320095,-7.10238E+18,63,2,1,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2164711,53.5356048,-1.16962E+18,61,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2164895,53.5392001,-5.28513E+18,32,0,0,0,1,0.25,0.25,0.5,1,2
-2.2165768,53.5562778,7.12878E+18,64,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2165997,53.560772,-4.17896E+17,58,1,0,0,0,0.25,0.25,0.5,1,2
-2.2166043,53.5616708,5.18193E+18,72,0,0,1,0,0.25,0.25,0.5,1,2
-2.2167424,53.5886355,-5.8575E+18,99,1,0,0,0,0.25,0.25,0.5,1,2
-2.2491255,53.443859,-4.66428E+17,126,5,4,2,4,3.75,1.583333333,1.258305739,0.422222222,0.335548197
-2.249136,53.4456567,-7.64856E+18,30,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2492045,53.4573416,-6.77951E+18,72,4,2,2,2,2.5,1,1,0.4,0.4
-2.2492625,53.4672288,-3.8322E+18,218,4,6,14,4,7,22.66666667,4.760952286,3.238095238,0.680136041
-2.2492888,53.471723,-7.71157E+18,546,11,19,18,13,15.25,14.91666667,3.862210075,0.978142077,0.253259677
-2.2493521,53.482509,8.07028E+18,182,8,4,2,1,3.75,9.583333333,3.095695937,2.555555556,0.825518916
-2.24762,53.4438622,3.3392E+17,69,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2477037,53.4582436,9.17443E+17,99,2,3,5,4,3.5,1.666666667,1.290994449,0.476190476,0.368855557
-2.2477247,53.4618389,-7.94238E+18,112,2,3,4,3,3,0.666666667,0.816496581,0.222222222,0.272165527
-2.2479974,53.5085783,3.4477E+18,120,0,1,2,5,2,4.666666667,2.160246899,2.333333333,1.08012345
-2.248092,53.5247573,-5.30183E+18,40,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2145758,53.4592066,3.05026E+18,266,0,1,0,0,0.25,0.25,0.5,1,2
-2.2147348,53.4906659,-8.86901E+18,17,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2147666,53.4969578,-6.75884E+18,28,0,0,0,1,0.25,0.25,0.5,1,2
-2.2147711,53.4978566,-1.01097E+18,70,0,0,1,0,0.25,0.25,0.5,1,2
-2.214803,53.5041484,6.65572E+18,70,3,2,1,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2148803,53.5194286,8.61153E+18,65,1,1,1,1,1,0,0,0,0
-2.2149396,53.5311134,4.9856E+18,98,2,3,1,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2149578,53.5347087,-8.77274E+18,107,1,2,2,6,2.75,4.916666667,2.217355783,1.787878788,0.806311194
-2.2460313,53.4294838,-4.35977E+18,115,0,1,0,0,0.25,0.25,0.5,1,2
-2.2460937,53.4402699,6.06198E+16,42,0,0,1,0,0.25,0.25,0.5,1,2
-2.2461925,53.4573479,2.04284E+18,72,1,3,0,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2464374,53.4995931,-1.62837E+18,78,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2465941,53.526558,4.81522E+17,88,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2446038,53.4429695,6.91028E+18,8,0,0,1,0,0.25,0.25,0.5,1,2
-2.2446503,53.4510591,-1.54982E+18,62,0,2,2,0,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2446814,53.4564521,-7.61643E+18,15,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2132456,53.494264,-2.87042E+18,33,0,1,0,0,0.25,0.25,0.5,1,2
-2.2132637,53.4978593,-3.46684E+18,47,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2132818,53.5014546,-7.32389E+18,76,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2133089,53.5068476,-9.15052E+18,44,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2133134,53.5077465,-7.517E+18,55,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2133586,53.5167348,-2.37678E+18,49,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2133812,53.521229,-7.46751E+18,6,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.213431,53.5311161,-2.70765E+18,76,0,0,1,0,0.25,0.25,0.5,1,2
-2.2134355,53.5320149,-6.18689E+18,83,1,2,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2135713,53.5589797,-8.4254E+17,97,0,2,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2136847,53.5814503,5.98277E+17,65,0,1,0,0,0.25,0.25,0.5,1,2
-2.213712,53.5868433,2.44475E+18,57,0,0,0,1,0.25,0.25,0.5,1,2
-2.2137165,53.5877421,-6.05058E+18,90,0,0,0,1,0.25,0.25,0.5,1,2
-2.2447745,53.4726312,5.48566E+18,184,5,6,6,2,4.75,3.583333333,1.892969449,0.754385965,0.398519884
-2.2448263,53.4816196,-1.60407E+18,42,2,1,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2449507,53.5031916,-4.84E+18,98,2,3,0,1,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2449818,53.5085845,-8.70872E+18,97,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2450285,53.516674,-7.52E+18,74,0,1,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2450493,53.5202693,6.18781E+18,61,0,0,1,0,0.25,0.25,0.5,1,2
-2.2430932,53.4420738,-8.5602E+18,68,0,0,1,0,0.25,0.25,0.5,1,2
-2.243124,53.4474668,5.08926E+18,99,0,0,1,0,0.25,0.25,0.5,1,2
-2.2432165,53.4636459,4.30475E+18,98,6,4,3,1,3.5,4.333333333,2.081665999,1.238095238,0.594761714
-2.2432268,53.4654436,-7.62965E+18,60,1,4,2,2,2.25,1.583333333,1.258305739,0.703703704,0.559246995
-2.2432371,53.4672413,-2.00701E+18,69,0,1,2,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2432423,53.4681401,-5.20399E+18,315,7,5,12,7,7.75,8.916666667,2.986078811,1.150537634,0.385300492
-2.2432525,53.4699378,8.74905E+18,74,2,2,3,0,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.2434379,53.5022958,-7.29557E+18,104,3,1,2,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2435669,53.5247666,-3.21951E+18,28,0,3,0,0,0.75,2.25,1.5,3,2
-2.2115861,53.4637062,2.5643E+18,58,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2116487,53.4762899,3.12614E+18,34,0,0,0,1,0.25,0.25,0.5,1,2
-2.2117294,53.492469,-8.16252E+18,11,0,0,1,0,0.25,0.25,0.5,1,2
-2.2117428,53.4951655,-6.77756E+18,93,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2117563,53.497862,1.83242E+18,28,0,0,1,0,0.25,0.25,0.5,1,2
-2.2118415,53.5149398,3.98334E+17,22,0,1,0,0,0.25,0.25,0.5,1,2
-2.2118505,53.5167375,2.48069E+18,46,3,0,1,0,1,2,1.414213562,2,1.414213562
-2.2118909,53.524827,2.8691E+18,41,0,0,0,1,0.25,0.25,0.5,1,2
-2.2119493,53.5365118,1.07523E+18,73,0,3,0,2,1.25,2.25,1.5,1.8,1.2
-2.2415775,53.4402791,5.48885E+18,101,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2415928,53.4429757,5.04498E+18,67,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2416337,53.4501664,5.24392E+18,116,2,2,1,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.2416388,53.4510652,1.2295E+17,151,4,1,2,1,2,2,1.414213562,1,0.707106781
-2.2416848,53.4591548,6.84577E+18,66,4,1,2,1,2,2,1.414213562,1,0.707106781
-2.2419304,53.5022989,-7.46136E+18,71,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.241956,53.506793,8.88164E+18,167,2,2,5,1,2.5,3,1.732050808,1.2,0.692820323
-2.2419611,53.5076919,4.89412E+18,94,1,0,5,1,1.75,4.916666667,2.217355783,2.80952381,1.267060447
-2.241997,53.5139837,6.04858E+18,83,0,0,1,0,0.25,0.25,0.5,1,2
-2.2420072,53.5157813,-8.30888E+18,108,1,1,1,3,1.5,1,1,0.666666667,0.666666667
-2.2420124,53.5166802,5.68E+18,166,3,2,1,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2421098,53.5337579,-2.83769E+18,80,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2401229,53.4492706,-6.21925E+18,99,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2401432,53.4528659,6.68499E+18,198,3,1,0,5,2.25,4.916666667,2.217355783,2.185185185,0.985491459
-2.2401533,53.4546636,9.11741E+18,188,3,3,4,5,3.75,0.916666667,0.957427108,0.244444444,0.255313895
-2.2401787,53.4591578,-8.76436E+18,124,3,3,2,0,2,2,1.414213562,1,0.707106781
-2.2401838,53.4600567,-3.08592E+18,86,2,3,2,1,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2404075,53.4996054,4.82294E+18,145,4,1,2,0,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2405145,53.5184809,-8.73627E+18,58,1,0,3,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2101465,53.4771914,5.74922E+18,54,0,1,0,0,0.25,0.25,0.5,1,2
-2.2103023,53.5086507,8.27445E+18,163,4,2,1,1,2,2,1.414213562,1,0.707106781
-2.2104941,53.5473004,-1.23497E+17,23,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2105656,53.5616816,-5.46982E+17,49,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2105745,53.5634792,2.57514E+17,59,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2405246,53.5202785,-1.9332E+17,103,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2386676,53.458262,1.43214E+18,25,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2388494,53.4906201,-7.40659E+18,794,22,21,14,15,18,16.66666667,4.082482905,0.925925926,0.226804606
-2.2388697,53.4942154,9.04819E+17,2,0,0,0,1,0.25,0.25,0.5,1,2
-2.2088255,53.5149451,-3.72932E+18,78,1,0,3,0,1,2,1.414213562,2,1.414213562
-2.2088299,53.515844,-8.60E+18,157,4,2,2,3,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.2088609,53.5221358,2.89959E+18,19,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2088653,53.5230346,-1.98407E+17,11,1,0,0,0,0.25,0.25,0.5,1,2
-2.208883,53.5266299,-5.25956E+18,99,1,1,3,1,1.5,1,1,0.666666667,0.666666667
-2.207357,53.5230372,8.84337E+18,71,1,2,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2074361,53.5392162,-7.52874E+18,39,0,1,0,0,0.25,0.25,0.5,1,2
-2.2075285,53.5580916,-6.17839E+18,53,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.207652,53.5832586,-1.52792E+17,82,1,0,0,0,0.25,0.25,0.5,1,2
-2.2077049,53.5940445,-1.88071E+16,113,1,0,0,0,0.25,0.25,0.5,1,2
-2.2371065,53.4483778,-7.94966E+18,138,0,1,0,0,0.25,0.25,0.5,1,2
-2.2371967,53.4645569,2.22413E+18,90,0,2,4,1,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2373021,53.4834324,2.93875E+18,151,2,3,8,4,4.25,6.916666667,2.62995564,1.62745098,0.618813092
-2.2373172,53.4861289,-7.27864E+18,33,0,0,0,3,0.75,2.25,1.5,3,2
-2.2373925,53.4996115,-3.30175E+18,5,1,0,0,0,0.25,0.25,0.5,1,2
-2.2374177,53.5041056,-2.84644E+18,165,2,4,0,5,2.75,4.916666667,2.217355783,1.787878788,0.806311194
-2.2374227,53.5050045,1.53958E+18,109,2,0,2,3,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.2374831,53.5157904,-3.50691E+18,219,2,1,2,5,2.5,3,1.732050808,1.2,0.692820323
-2.2374881,53.5166893,-3.32746E+18,125,3,0,1,3,1.75,2.25,1.5,1.285714286,0.857142857
-2.2375384,53.5256776,-8.8529E+18,128,1,1,2,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2375837,53.533767,-6.62301E+18,75,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2376291,53.5418564,9.92823E+17,41,2,0,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2056438,53.4807946,3.47468E+18,115,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2056874,53.489783,-3.46052E+18,37,0,0,1,0,0.25,0.25,0.5,1,2
-2.2058007,53.5131527,3.02262E+18,46,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2058748,53.5284328,8.21328E+18,72,0,1,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2058836,53.5302305,7.14856E+18,83,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2059054,53.5347247,-7.98682E+18,32,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2059229,53.53832,3.47078E+17,46,2,3,0,1,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2059753,53.5491059,-7.48326E+18,57,2,1,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2060321,53.5607906,1.95728E+18,72,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2062554,53.6066306,2.32824E+18,24,0,0,0,1,0.25,0.25,0.5,1,2
-2.2356506,53.4573691,-1.35086E+18,183,1,1,2,3,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2357204,53.4699529,7.78897E+18,26,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2358052,53.4852331,9.15668E+18,385,16,6,13,13,12,18,4.242640687,1.5,0.353553391
-2.23592,53.5059063,1.98172E+18,156,5,4,0,1,2.5,5.666666667,2.380476143,2.266666667,0.952190457
-2.235935,53.5086028,5.84657E+17,159,3,3,5,3,3.5,1,1,0.285714286,0.285714286
-2.235945,53.5104004,6.95407E+18,52,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.235975,53.5157934,-3.91279E+18,164,4,3,4,3,3.5,0.333333333,0.577350269,0.095238095,0.16495722
-2.236,53.5202876,-7.58952E+18,68,2,2,1,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2042884,53.5122565,8.05043E+18,145,0,0,0,1,0.25,0.25,0.5,1,2
-2.2043793,53.5311319,9.05826E+18,42,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2044747,53.5509062,1.53554E+18,38,1,0,0,0,0.25,0.25,0.5,1,2
-2.2044834,53.5527038,-6.01164E+18,52,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2045398,53.5643885,-8.31251E+18,38,1,0,0,0,0.25,0.25,0.5,1,2
-2.2046832,53.5940497,-1.68458E+18,83,0,1,0,0,0.25,0.25,0.5,1,2
-2.2340753,53.4447883,8.88763E+18,88,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2344073,53.5050104,-1.00646E+18,130,1,2,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2344123,53.5059092,4.61595E+18,185,5,2,1,4,3,3.333333333,1.825741858,1.111111111,0.608580619
-2.2345017,53.5220882,-6.03613E+18,23,0,1,0,0,0.25,0.25,0.5,1,2
-2.2345166,53.5247847,-3.77379E+18,66,2,2,0,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2345266,53.5265823,-2.25753E+18,70,2,3,1,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.234626,53.5445589,-5.15496E+17,7,0,0,1,0,0.25,0.25,0.5,1,2
-2.202789,53.5140567,-2.04066E+15,57,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2027933,53.5149555,6.6868E+18,72,0,3,0,0,0.75,2.25,1.5,3,2
-2.2027976,53.5158544,2.10063E+18,88,1,0,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2028535,53.5275392,-4.16043E+18,71,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2028578,53.528438,7.18858E+18,75,4,0,1,0,1.25,3.583333333,1.892969449,2.866666667,1.514375559
-2.2028707,53.5311345,-6.42774E+18,57,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2029008,53.5374263,-3.81741E+18,27,0,0,1,0,0.25,0.25,0.5,1,2
-2.2029223,53.5419204,-2.22213E+18,48,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2030214,53.5625935,6.2372E+18,118,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2030343,53.5652899,8.78454E+18,85,0,0,1,0,0.25,0.25,0.5,1,2
-2.2031637,53.5922546,-8.54384E+18,73,0,0,0,1,0.25,0.25,0.5,1,2
-2.2327223,53.4726553,-1.03872E+18,92,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2329194,53.5086087,-5.71645E+18,26,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2329934,53.5220911,3.1654E+18,76,0,4,1,1,1.5,3,1.732050808,2,1.154700538
-2.2330231,53.5274841,9.12581E+16,72,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2331021,53.5418654,8.95E+18,69,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2311082,53.4528838,-3.39E+18,293,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2312793,53.4843431,-8.58589E+18,85,2,1,4,1,2,2,1.414213562,1,0.707106781
-2.2314361,53.5131058,-3.14891E+18,175,0,3,6,3,3,6,2.449489743,2,0.816496581
-2.2315489,53.5337789,7.97283E+18,54,2,1,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
